Sentence,Tags
"['fake_misc_73', 'fake_per_38', 'to', 'madrid']","['I-MISC', 'I-PER', 'O', 'B-LOC']"
"['jhon', 'works', 'fake_misc_79', 'fake_loc_98', 'fake_per_97']","['B-PER', 'O', 'I-MISC', 'B-LOC', 'B-PER']"
"['fake_loc_20', 'moved', 'fake_loc_11', 'new', 'york']","['I-LOC', 'O', 'B-LOC', 'B-LOC', 'I-LOC']"
"['fake_per_33', 'was', 'born', 'in', 'fake_loc_69']","['I-PER', 'O', 'O', 'O', 'B-LOC']"
"['emma', 'fake_prod_91', 'to', 'fake_per_64']","['B-PER', 'I-PROD', 'O', 'I-PER']"
"['linda', 'fake_org_93', 'from', 'beijing']","['B-PER', 'I-ORG', 'O', 'B-LOC']"
"['charlie', 'studies', 'fake_prod_23', 'rome']","['B-PER', 'O', 'B-PROD', 'B-LOC']"
"['fake_org_62', 'fake_per_11', 'in', 'fake_per_21']","['B-ORG', 'B-PER', 'O', 'B-PER']"
"['fake_misc_30', 'fake_org_88', 'fake_prod_7', 'madrid']","['I-MISC', 'I-ORG', 'I-PROD', 'B-LOC']"
"['fake_per_78', 'fake_loc_97', 'fake_loc_84', 'moscow']","['I-PER', 'B-LOC', 'B-LOC', 'B-LOC']"
"['david', 'fake_per_27', 'around', 'rome']","['B-PER', 'I-PER', 'O', 'B-LOC']"
"['fake_prod_94', 'fake_date_65', 'fake_per_28', 'fake_date_15']","['I-PROD', 'B-DATE', 'I-PER', 'I-DATE']"
"['bob', 'travels', 'in', 'fake_org_50']","['B-PER', 'O', 'O', 'B-ORG']"
"['alice', 'lives', 'fake_org_35', 'london']","['B-PER', 'O', 'I-ORG', 'B-LOC']"
"['fake_org_50', 'studies', 'fake_loc_11', 'london']","['I-ORG', 'O', 'I-LOC', 'B-LOC']"
"['fake_loc_93', 'fake_prod_16', 'around', 'beijing']","['B-LOC', 'B-PROD', 'O', 'B-LOC']"
"['word_74', 'was', 'born', 'fake_loc_85', 'moscow']","['O', 'O', 'O', 'I-LOC', 'B-LOC']"
"['sarah', 'lives', 'fake_date_49', 'fake_misc_78']","['B-PER', 'O', 'I-DATE', 'I-MISC']"
"['david', 'studies', 'fake_org_98', 'berlin']","['B-PER', 'O', 'B-ORG', 'B-LOC']"
"['michael', 'word_9', 'fake_date_36', 'rome']","['B-PER', 'O', 'B-DATE', 'B-LOC']"
"['fake_prod_15', 'moved', 'fake_org_5', 'fake_prod_33']","['B-PROD', 'O', 'I-ORG', 'B-PROD']"
"['david', 'fake_per_33', 'near', 'tokyo']","['B-PER', 'I-PER', 'O', 'B-LOC']"
"['david', 'travels', 'fake_per_3', 'fake_prod_63', 'york']","['B-PER', 'O', 'B-PER', 'I-PROD', 'I-LOC']"
"['alice', 'moved', 'fake_loc_57', 'new', 'fake_org_71']","['B-PER', 'O', 'I-LOC', 'B-LOC', 'B-ORG']"
"['fake_org_91', 'fake_loc_76', 'to', 'canada']","['I-ORG', 'I-LOC', 'O', 'B-LOC']"
"['mary', 'lives', 'near', 'berlin']","['B-PER', 'O', 'O', 'B-LOC']"
"['jhon', 'fake_loc_100', 'in', 'new', 'fake_prod_6']","['B-PER', 'I-LOC', 'O', 'B-LOC', 'B-PROD']"
"['mary', 'fake_org_19', 'fake_per_35', 'beijing']","['B-PER', 'B-ORG', 'I-PER', 'B-LOC']"
"['fake_org_6', 'works', 'near', 'fake_loc_93']","['I-ORG', 'O', 'O', 'B-LOC']"
"['fake_per_94', 'fake_loc_61', 'in', 'fake_prod_3', 'york']","['I-PER', 'B-LOC', 'O', 'I-PROD', 'I-LOC']"
"['fake_per_54', 'word_81', 'fake_loc_100', 'paris']","['I-PER', 'O', 'I-LOC', 'B-LOC']"
"['sarah', 'fake_date_11', 'fake_per_38', 'fake_loc_8']","['B-PER', 'I-DATE', 'B-PER', 'B-LOC']"
"['bob', 'travels', 'fake_date_98', 'fake_misc_5']","['B-PER', 'O', 'I-DATE', 'I-MISC']"
"['fake_loc_31', 'word_46', 'to', 'beijing']","['I-LOC', 'O', 'O', 'B-LOC']"
"['fake_loc_99', 'was', 'born', 'in', 'fake_loc_33']","['I-LOC', 'O', 'O', 'O', 'I-LOC']"
"['fake_loc_99', 'fake_date_93', 'from', 'fake_org_36']","['B-LOC', 'B-DATE', 'O', 'B-ORG']"
"['fake_misc_19', 'fake_date_40', 'fake_misc_78', 'new', 'york']","['I-MISC', 'I-DATE', 'B-MISC', 'B-LOC', 'I-LOC']"
"['emma', 'works', 'to', 'fake_org_40', 'fake_date_32']","['B-PER', 'O', 'O', 'B-ORG', 'B-DATE']"
"['sarah', 'moved', 'from', 'fake_misc_16']","['B-PER', 'O', 'O', 'I-MISC']"
"['fake_misc_93', 'lives', 'to', 'fake_date_14']","['I-MISC', 'O', 'O', 'I-DATE']"
"['word_94', 'was', 'born', 'around', 'fake_per_67']","['O', 'O', 'O', 'O', 'B-PER']"
"['emma', 'travels', 'fake_prod_90', 'canada']","['B-PER', 'O', 'I-PROD', 'B-LOC']"
"['mary', 'studies', 'word_3', 'word_56', 'york']","['B-PER', 'O', 'O', 'O', 'I-LOC']"
"['fake_org_43', 'fake_loc_48', 'from', 'canada']","['B-ORG', 'B-LOC', 'O', 'B-LOC']"
"['fake_org_97', 'fake_org_13', 'around', 'fake_per_62']","['B-ORG', 'I-ORG', 'O', 'I-PER']"
"['charlie', 'studies', 'from', 'fake_loc_77']","['B-PER', 'O', 'O', 'I-LOC']"
"['fake_date_58', 'fake_loc_83', 'fake_per_74', 'fake_date_67']","['B-DATE', 'I-LOC', 'B-PER', 'B-DATE']"
"['word_52', 'moved', 'in', 'fake_loc_32']","['O', 'O', 'O', 'I-LOC']"
"['fake_prod_67', 'fake_misc_16', 'from', 'new', 'fake_prod_59']","['I-PROD', 'B-MISC', 'O', 'B-LOC', 'B-PROD']"
"['fake_date_75', 'studies', 'fake_per_93', 'canada']","['B-DATE', 'O', 'I-PER', 'B-LOC']"
"['sarah', 'lives', 'from', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_date_44', 'fake_misc_1', 'in', 'fake_prod_26', 'fake_loc_19']","['B-DATE', 'I-MISC', 'O', 'B-PROD', 'B-LOC']"
"['jhon', 'works', 'from', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['linda', 'fake_loc_1', 'to', 'tokyo']","['B-PER', 'B-LOC', 'O', 'B-LOC']"
"['david', 'was', 'born', 'to', 'fake_prod_41']","['B-PER', 'O', 'O', 'O', 'I-PROD']"
"['fake_date_60', 'fake_date_50', 'around', 'paris']","['B-DATE', 'I-DATE', 'O', 'B-LOC']"
"['mary', 'studies', 'in', 'fake_date_2']","['B-PER', 'O', 'O', 'I-DATE']"
"['fake_misc_71', 'fake_prod_14', 'around', 'fake_misc_32']","['I-MISC', 'I-PROD', 'O', 'I-MISC']"
"['linda', 'studies', 'near', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_83', 'fake_loc_96', 'fake_misc_81', 'paris']","['I-PER', 'B-LOC', 'I-MISC', 'B-LOC']"
"['fake_loc_69', 'fake_per_32', 'to', 'fake_misc_73']","['B-LOC', 'I-PER', 'O', 'I-MISC']"
"['fake_date_60', 'travels', 'word_89', 'fake_misc_45']","['B-DATE', 'O', 'O', 'I-MISC']"
"['fake_date_84', 'moved', 'fake_org_1', 'fake_prod_8']","['B-DATE', 'O', 'B-ORG', 'I-PROD']"
"['mary', 'fake_loc_20', 'to', 'paris']","['B-PER', 'I-LOC', 'O', 'B-LOC']"
"['sarah', 'travels', 'to', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['charlie', 'lives', 'fake_date_45', 'moscow']","['B-PER', 'O', 'I-DATE', 'B-LOC']"
"['michael', 'lives', 'near', 'fake_prod_54']","['B-PER', 'O', 'O', 'B-PROD']"
"['fake_loc_73', 'lives', 'from', 'madrid']","['I-LOC', 'O', 'O', 'B-LOC']"
"['charlie', 'fake_org_48', 'around', 'london']","['B-PER', 'I-ORG', 'O', 'B-LOC']"
"['fake_prod_83', 'fake_org_96', 'around', 'new', 'york']","['I-PROD', 'I-ORG', 'O', 'B-LOC', 'I-LOC']"
"['sarah', 'works', 'from', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_67', 'fake_loc_50', 'around', 'canada']","['B-LOC', 'B-LOC', 'O', 'B-LOC']"
"['fake_per_54', 'moved', 'fake_loc_70', 'canada']","['B-PER', 'O', 'I-LOC', 'B-LOC']"
"['fake_date_78', 'works', 'fake_misc_59', 'london']","['B-DATE', 'O', 'I-MISC', 'B-LOC']"
"['fake_misc_87', 'fake_per_90', 'fake_per_55', 'beijing']","['I-MISC', 'I-PER', 'I-PER', 'B-LOC']"
"['sarah', 'fake_misc_63', 'fake_org_5', 'word_91']","['B-PER', 'I-MISC', 'I-ORG', 'O']"
"['fake_per_31', 'moved', 'fake_per_61', 'fake_org_89']","['B-PER', 'O', 'I-PER', 'I-ORG']"
"['alice', 'moved', 'near', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['fake_loc_64', 'travels', 'to', 'madrid']","['I-LOC', 'O', 'O', 'B-LOC']"
"['jhon', 'fake_org_70', 'to', 'fake_per_47', 'york']","['B-PER', 'I-ORG', 'O', 'B-PER', 'I-LOC']"
"['fake_prod_48', 'studies', 'near', 'fake_prod_36']","['I-PROD', 'O', 'O', 'B-PROD']"
"['fake_per_10', 'was', 'born', 'around', 'fake_date_82']","['B-PER', 'O', 'O', 'O', 'B-DATE']"
"['bob', 'was', 'born', 'fake_per_67', 'moscow']","['B-PER', 'O', 'O', 'I-PER', 'B-LOC']"
"['sarah', 'lives', 'fake_org_54', 'fake_misc_11']","['B-PER', 'O', 'B-ORG', 'I-MISC']"
"['michael', 'moved', 'from', 'fake_prod_3']","['B-PER', 'O', 'O', 'I-PROD']"
"['fake_org_75', 'studies', 'in', 'fake_loc_37', 'fake_per_5']","['I-ORG', 'O', 'O', 'B-LOC', 'B-PER']"
"['fake_date_88', 'lives', 'near', 'london']","['B-DATE', 'O', 'O', 'B-LOC']"
"['emma', 'was', 'born', 'to', 'beijing']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['jhon', 'was', 'born', 'from', 'berlin']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['jhon', 'fake_misc_27', 'to', 'fake_date_75']","['B-PER', 'B-MISC', 'O', 'I-DATE']"
"['linda', 'fake_misc_81', 'fake_prod_92', 'canada']","['B-PER', 'I-MISC', 'B-PROD', 'B-LOC']"
"['michael', 'fake_loc_20', 'around', 'fake_org_72']","['B-PER', 'B-LOC', 'O', 'B-ORG']"
"['jhon', 'moved', 'fake_misc_8', 'fake_per_54']","['B-PER', 'O', 'B-MISC', 'B-PER']"
"['word_2', 'was', 'born', 'in', 'new', 'york']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC']"
"['emma', 'lives', 'in', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['jhon', 'lives', 'in', 'berlin']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_23', 'fake_prod_64', 'fake_org_73', 'canada']","['I-PER', 'B-PROD', 'I-ORG', 'B-LOC']"
"['fake_date_51', 'travels', 'around', 'berlin']","['B-DATE', 'O', 'O', 'B-LOC']"
"['emma', 'moved', 'from', 'fake_date_33']","['B-PER', 'O', 'O', 'B-DATE']"
"['fake_misc_51', 'fake_misc_88', 'in', 'fake_loc_57']","['I-MISC', 'I-MISC', 'O', 'B-LOC']"
"['word_74', 'word_73', 'from', 'new', 'fake_prod_93']","['O', 'O', 'O', 'B-LOC', 'I-PROD']"
"['michael', 'was', 'born', 'fake_org_26', 'fake_per_98', 'fake_date_44']","['B-PER', 'O', 'O', 'I-ORG', 'I-PER', 'I-DATE']"
"['david', 'travels', 'in', 'paris']","['B-PER', 'O', 'O', 'B-LOC']"
"['alice', 'moved', 'word_74', 'fake_org_49', 'fake_date_15']","['B-PER', 'O', 'O', 'I-ORG', 'B-DATE']"
"['word_54', 'lives', 'fake_date_17', 'fake_prod_33']","['O', 'O', 'B-DATE', 'B-PROD']"
"['alice', 'works', 'to', 'fake_date_67', 'york']","['B-PER', 'O', 'O', 'B-DATE', 'I-LOC']"
"['fake_misc_24', 'fake_date_86', 'from', 'new', 'fake_loc_45']","['B-MISC', 'I-DATE', 'O', 'B-LOC', 'B-LOC']"
"['fake_date_11', 'travels', 'fake_prod_53', 'canada']","['I-DATE', 'O', 'I-PROD', 'B-LOC']"
"['fake_misc_72', 'was', 'born', 'around', 'fake_prod_39', 'fake_misc_82']","['B-MISC', 'O', 'O', 'O', 'B-PROD', 'B-MISC']"
"['fake_org_39', 'fake_org_49', 'fake_org_52', 'fake_prod_2']","['I-ORG', 'I-ORG', 'B-ORG', 'B-PROD']"
"['fake_loc_40', 'fake_per_41', 'fake_loc_37', 'canada']","['B-LOC', 'I-PER', 'I-LOC', 'B-LOC']"
"['david', 'fake_date_66', 'fake_loc_16', 'berlin']","['B-PER', 'B-DATE', 'B-LOC', 'B-LOC']"
"['fake_misc_31', 'travels', 'from', 'new', 'fake_misc_28']","['I-MISC', 'O', 'O', 'B-LOC', 'I-MISC']"
"['alice', 'fake_per_99', 'fake_prod_80', 'fake_loc_99']","['B-PER', 'B-PER', 'I-PROD', 'B-LOC']"
"['fake_loc_40', 'fake_prod_7', 'in', 'fake_loc_56']","['I-LOC', 'B-PROD', 'O', 'B-LOC']"
"['fake_prod_33', 'travels', 'from', 'fake_org_16']","['I-PROD', 'O', 'O', 'I-ORG']"
"['fake_org_51', 'fake_loc_70', 'fake_misc_75', 'fake_misc_83']","['I-ORG', 'B-LOC', 'B-MISC', 'I-MISC']"
"['mary', 'studies', 'in', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_date_75', 'travels', 'fake_org_19', 'fake_per_43']","['B-DATE', 'O', 'I-ORG', 'I-PER']"
"['fake_org_85', 'fake_misc_89', 'fake_org_80', 'fake_org_60']","['B-ORG', 'B-MISC', 'B-ORG', 'I-ORG']"
"['emma', 'works', 'in', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['jhon', 'fake_per_63', 'fake_misc_1', 'fake_per_12', 'word_57']","['B-PER', 'B-PER', 'I-MISC', 'B-PER', 'O']"
"['linda', 'fake_org_51', 'from', 'fake_per_66']","['B-PER', 'B-ORG', 'O', 'B-PER']"
"['fake_date_56', 'fake_org_46', 'fake_org_26', 'madrid']","['I-DATE', 'I-ORG', 'I-ORG', 'B-LOC']"
"['fake_per_64', 'studies', 'fake_org_91', 'london']","['B-PER', 'O', 'B-ORG', 'B-LOC']"
"['word_53', 'works', 'fake_prod_70', 'fake_date_42']","['O', 'O', 'I-PROD', 'B-DATE']"
"['emma', 'travels', 'in', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['bob', 'was', 'born', 'near', 'tokyo']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['sarah', 'works', 'fake_org_29', 'rome']","['B-PER', 'O', 'B-ORG', 'B-LOC']"
"['bob', 'studies', 'to', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['michael', 'was', 'born', 'in', 'moscow']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_prod_90', 'fake_per_8', 'fake_per_68', 'moscow']","['B-PROD', 'I-PER', 'B-PER', 'B-LOC']"
"['word_15', 'fake_loc_37', 'fake_misc_73', 'beijing']","['O', 'I-LOC', 'I-MISC', 'B-LOC']"
"['bob', 'fake_org_99', 'word_13', 'fake_org_29']","['B-PER', 'B-ORG', 'O', 'I-ORG']"
"['michael', 'fake_org_64', 'near', 'paris']","['B-PER', 'B-ORG', 'O', 'B-LOC']"
"['fake_prod_11', 'was', 'born', 'around', 'new', 'york']","['I-PROD', 'O', 'O', 'O', 'B-LOC', 'I-LOC']"
"['fake_org_73', 'was', 'born', 'to', 'fake_date_53']","['I-ORG', 'O', 'O', 'O', 'I-DATE']"
"['emma', 'fake_loc_31', 'fake_loc_86', 'canada']","['B-PER', 'I-LOC', 'B-LOC', 'B-LOC']"
"['michael', 'studies', 'fake_prod_2', 'paris']","['B-PER', 'O', 'B-PROD', 'B-LOC']"
"['fake_misc_96', 'was', 'born', 'fake_loc_13', 'fake_prod_6']","['B-MISC', 'O', 'O', 'B-LOC', 'B-PROD']"
"['david', 'was', 'born', 'around', 'berlin']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['mary', 'moved', 'around', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['david', 'studies', 'fake_prod_23', 'london']","['B-PER', 'O', 'B-PROD', 'B-LOC']"
"['david', 'studies', 'in', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_misc_16', 'moved', 'fake_prod_29', 'rome']","['I-MISC', 'O', 'I-PROD', 'B-LOC']"
"['fake_loc_73', 'travels', 'from', 'madrid']","['B-LOC', 'O', 'O', 'B-LOC']"
"['fake_misc_37', 'word_92', 'near', 'moscow']","['B-MISC', 'O', 'O', 'B-LOC']"
"['fake_per_8', 'fake_loc_32', 'around', 'fake_date_86']","['I-PER', 'B-LOC', 'O', 'B-DATE']"
"['charlie', 'lives', 'around', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['emma', 'works', 'fake_loc_40', 'fake_org_80']","['B-PER', 'O', 'I-LOC', 'I-ORG']"
"['michael', 'fake_date_66', 'fake_misc_71', 'tokyo']","['B-PER', 'B-DATE', 'I-MISC', 'B-LOC']"
"['bob', 'moved', 'fake_misc_92', 'fake_per_17']","['B-PER', 'O', 'B-MISC', 'B-PER']"
"['bob', 'works', 'in', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'works', 'from', 'fake_loc_40']","['B-PER', 'O', 'O', 'I-LOC']"
"['sarah', 'travels', 'around', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['charlie', 'fake_org_37', 'word_99', 'fake_loc_95']","['B-PER', 'I-ORG', 'O', 'B-LOC']"
"['charlie', 'studies', 'around', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_69', 'fake_misc_59', 'fake_prod_67', 'beijing']","['I-LOC', 'I-MISC', 'I-PROD', 'B-LOC']"
"['alice', 'travels', 'fake_prod_52', 'rome']","['B-PER', 'O', 'B-PROD', 'B-LOC']"
"['linda', 'works', 'fake_org_69', 'fake_prod_51']","['B-PER', 'O', 'I-ORG', 'B-PROD']"
"['michael', 'fake_per_32', 'fake_org_45', 'fake_per_71']","['B-PER', 'I-PER', 'B-ORG', 'I-PER']"
"['sarah', 'fake_prod_96', 'near', 'word_46', 'york']","['B-PER', 'I-PROD', 'O', 'O', 'I-LOC']"
"['david', 'fake_per_47', 'in', 'fake_prod_44']","['B-PER', 'I-PER', 'O', 'I-PROD']"
"['jhon', 'fake_misc_9', 'around', 'fake_date_68']","['B-PER', 'I-MISC', 'O', 'B-DATE']"
"['fake_loc_42', 'fake_org_16', 'in', 'fake_loc_4']","['B-LOC', 'I-ORG', 'O', 'I-LOC']"
"['fake_date_17', 'lives', 'near', 'fake_per_28']","['I-DATE', 'O', 'O', 'I-PER']"
"['fake_date_69', 'fake_misc_38', 'near', 'paris']","['B-DATE', 'B-MISC', 'O', 'B-LOC']"
"['david', 'lives', 'in', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['charlie', 'fake_per_90', 'around', 'fake_org_77']","['B-PER', 'I-PER', 'O', 'I-ORG']"
"['fake_per_29', 'fake_org_71', 'in', 'word_65', 'fake_date_17']","['B-PER', 'I-ORG', 'O', 'O', 'I-DATE']"
"['mary', 'travels', 'to', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_11', 'fake_org_22', 'fake_prod_19', 'fake_loc_44']","['I-LOC', 'I-ORG', 'I-PROD', 'B-LOC']"
"['fake_prod_22', 'fake_per_19', 'fake_org_51', 'fake_org_83']","['I-PROD', 'I-PER', 'I-ORG', 'B-ORG']"
"['fake_per_36', 'fake_date_99', 'fake_per_17', 'fake_per_22']","['B-PER', 'I-DATE', 'I-PER', 'B-PER']"
"['emma', 'was', 'born', 'fake_loc_70', 'berlin']","['B-PER', 'O', 'O', 'B-LOC', 'B-LOC']"
"['david', 'was', 'born', 'from', 'tokyo']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_org_86', 'lives', 'word_35', 'madrid']","['B-ORG', 'O', 'O', 'B-LOC']"
"['charlie', 'travels', 'near', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'studies', 'around', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'travels', 'fake_per_86', 'paris']","['B-PER', 'O', 'I-PER', 'B-LOC']"
"['sarah', 'lives', 'fake_loc_64', 'madrid']","['B-PER', 'O', 'B-LOC', 'B-LOC']"
"['michael', 'fake_prod_70', 'around', 'london']","['B-PER', 'I-PROD', 'O', 'B-LOC']"
"['charlie', 'moved', 'near', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_14', 'works', 'from', 'berlin']","['B-LOC', 'O', 'O', 'B-LOC']"
"['fake_date_66', 'fake_loc_95', 'to', 'fake_per_78']","['B-DATE', 'B-LOC', 'O', 'B-PER']"
"['emma', 'travels', 'to', 'fake_misc_25']","['B-PER', 'O', 'O', 'B-MISC']"
"['alice', 'fake_per_7', 'fake_prod_56', 'moscow']","['B-PER', 'B-PER', 'I-PROD', 'B-LOC']"
"['sarah', 'works', 'to', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_45', 'fake_org_82', 'fake_org_24', 'moscow']","['B-PER', 'B-ORG', 'B-ORG', 'B-LOC']"
"['fake_loc_70', 'travels', 'to', 'fake_per_37']","['I-LOC', 'O', 'O', 'B-PER']"
"['fake_org_18', 'fake_org_92', 'around', 'fake_prod_23']","['I-ORG', 'B-ORG', 'O', 'I-PROD']"
"['jhon', 'was', 'born', 'fake_loc_93', 'fake_per_74']","['B-PER', 'O', 'O', 'B-LOC', 'B-PER']"
"['fake_org_27', 'fake_date_24', 'fake_misc_35', 'london']","['B-ORG', 'I-DATE', 'B-MISC', 'B-LOC']"
"['fake_org_10', 'fake_org_14', 'to', 'rome']","['B-ORG', 'I-ORG', 'O', 'B-LOC']"
"['alice', 'moved', 'in', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['fake_misc_75', 'was', 'born', 'fake_loc_3', 'fake_loc_14']","['B-MISC', 'O', 'O', 'B-LOC', 'B-LOC']"
"['fake_misc_10', 'was', 'born', 'fake_misc_74', 'fake_loc_94']","['B-MISC', 'O', 'O', 'B-MISC', 'I-LOC']"
"['emma', 'fake_org_46', 'fake_loc_71', 'fake_prod_87']","['B-PER', 'B-ORG', 'I-LOC', 'I-PROD']"
"['mary', 'lives', 'to', 'fake_per_64']","['B-PER', 'O', 'O', 'I-PER']"
"['fake_prod_68', 'fake_misc_93', 'to', 'paris']","['I-PROD', 'B-MISC', 'O', 'B-LOC']"
"['mary', 'lives', 'from', 'word_29']","['B-PER', 'O', 'O', 'O']"
"['fake_loc_61', 'fake_misc_32', 'near', 'rome']","['I-LOC', 'I-MISC', 'O', 'B-LOC']"
"['sarah', 'fake_prod_72', 'fake_org_26', 'canada']","['B-PER', 'B-PROD', 'I-ORG', 'B-LOC']"
"['david', 'fake_misc_10', 'fake_per_10', 'fake_date_4']","['B-PER', 'I-MISC', 'I-PER', 'B-DATE']"
"['word_99', 'was', 'born', 'fake_loc_33', 'fake_misc_34']","['O', 'O', 'O', 'B-LOC', 'B-MISC']"
"['word_21', 'fake_loc_5', 'fake_per_45', 'fake_date_71']","['O', 'I-LOC', 'B-PER', 'B-DATE']"
"['alice', 'lives', 'near', 'fake_loc_84']","['B-PER', 'O', 'O', 'I-LOC']"
"['fake_per_1', 'travels', 'fake_prod_41', 'fake_per_31']","['B-PER', 'O', 'I-PROD', 'I-PER']"
"['charlie', 'was', 'born', 'near', 'madrid']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_misc_75', 'fake_prod_90', 'fake_per_21', 'tokyo']","['B-MISC', 'B-PROD', 'I-PER', 'B-LOC']"
"['sarah', 'fake_date_66', 'fake_misc_16', 'tokyo']","['B-PER', 'I-DATE', 'B-MISC', 'B-LOC']"
"['fake_org_80', 'was', 'born', 'fake_misc_24', 'moscow']","['B-ORG', 'O', 'O', 'B-MISC', 'B-LOC']"
"['jhon', 'travels', 'near', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['emma', 'works', 'fake_date_31', 'canada']","['B-PER', 'O', 'B-DATE', 'B-LOC']"
"['fake_misc_13', 'travels', 'fake_org_62', 'fake_date_59']","['B-MISC', 'O', 'I-ORG', 'I-DATE']"
"['emma', 'travels', 'in', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['david', 'lives', 'around', 'fake_loc_63', 'york']","['B-PER', 'O', 'O', 'I-LOC', 'I-LOC']"
"['fake_date_29', 'was', 'born', 'in', 'london']","['B-DATE', 'O', 'O', 'O', 'B-LOC']"
"['word_99', 'fake_prod_58', 'fake_loc_81', 'berlin']","['O', 'B-PROD', 'B-LOC', 'B-LOC']"
"['fake_org_66', 'fake_per_95', 'fake_date_87', 'tokyo']","['I-ORG', 'B-PER', 'I-DATE', 'B-LOC']"
"['mary', 'fake_date_3', 'fake_date_4', 'paris']","['B-PER', 'I-DATE', 'I-DATE', 'B-LOC']"
"['fake_per_28', 'studies', 'around', 'fake_org_80']","['B-PER', 'O', 'O', 'B-ORG']"
"['michael', 'fake_misc_75', 'word_50', 'fake_org_2']","['B-PER', 'B-MISC', 'O', 'B-ORG']"
"['fake_date_95', 'fake_date_33', 'in', 'fake_org_77']","['I-DATE', 'I-DATE', 'O', 'B-ORG']"
"['mary', 'was', 'born', 'to', 'new', 'fake_prod_94']","['B-PER', 'O', 'O', 'O', 'B-LOC', 'I-PROD']"
"['alice', 'works', 'near', 'fake_per_16']","['B-PER', 'O', 'O', 'B-PER']"
"['michael', 'moved', 'fake_org_76', 'fake_per_26']","['B-PER', 'O', 'I-ORG', 'I-PER']"
"['david', 'works', 'fake_prod_88', 'fake_prod_12']","['B-PER', 'O', 'B-PROD', 'I-PROD']"
"['fake_per_79', 'studies', 'fake_loc_21', 'canada']","['B-PER', 'O', 'I-LOC', 'B-LOC']"
"['jhon', 'travels', 'in', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_4', 'fake_loc_74', 'in', 'fake_org_11']","['B-PER', 'I-LOC', 'O', 'B-ORG']"
"['michael', 'travels', 'from', 'fake_loc_54']","['B-PER', 'O', 'O', 'I-LOC']"
"['alice', 'travels', 'from', 'fake_date_100', 'york']","['B-PER', 'O', 'O', 'B-DATE', 'I-LOC']"
"['fake_misc_9', 'fake_date_71', 'fake_misc_21', 'fake_org_83']","['I-MISC', 'I-DATE', 'B-MISC', 'I-ORG']"
"['david', 'was', 'born', 'in', 'beijing']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_date_67', 'fake_loc_79', 'in', 'moscow']","['I-DATE', 'I-LOC', 'O', 'B-LOC']"
"['fake_date_92', 'was', 'born', 'fake_per_68', 'new', 'fake_loc_14']","['B-DATE', 'O', 'O', 'B-PER', 'B-LOC', 'B-LOC']"
"['jhon', 'works', 'fake_per_57', 'fake_per_91']","['B-PER', 'O', 'B-PER', 'I-PER']"
"['word_49', 'was', 'born', 'fake_org_88', 'fake_prod_31', 'fake_prod_28']","['O', 'O', 'O', 'B-ORG', 'I-PROD', 'B-PROD']"
"['emma', 'fake_per_28', 'fake_prod_3', 'fake_prod_14']","['B-PER', 'B-PER', 'B-PROD', 'B-PROD']"
